WKT,ID,CODIGO,NOMOFICIAL,ALT_IZQINI,ALT_IZQFIN,ALT_DERINI,ALT_DERFIN,NOMANTER,TIPO_C,LONG,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,TIPO_FFCC,METROBUS
"LINESTRING (-58.4488831998343 -34.6641098399239,-58.4493187218378 -34.6644059326848,-58.449685267228 -34.6647040088016,-58.4499581534546 -34.664928973435)",28839,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3601,3699,CRUZ,AVENIDA,134.17,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4501248434419 -34.6651843343558,-58.4498823230312 -34.665075762454,-58.449334792085 -34.6646488285111,-58.4490833817066 -34.664459077118,-58.4487507323137 -34.664341923584)",25723,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,158.64,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4499581534546 -34.664928973435,-58.4506761315282 -34.6651972932144,-58.4509987277893 -34.6653252858849,-58.4511721723722 -34.6653887548645,-58.4514519810536 -34.6655239959998)",25786,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3701,3715,CRUZ,AVENIDA,152.13,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.451817144398 -34.6659428061587,-58.45183880438 -34.6659806633725,-58.4519141200853 -34.6662329305149,-58.4519571432765 -34.6663955444122,-58.4520086086336 -34.6665301300931,-58.4520710538018 -34.6667888750372,-58.452130097997 -34.6669837446577)",28843,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3731,3799,CRUZ,AVENIDA,119.15,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,SI,Puente Vehicular,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.452130097997 -34.6669837446577,-58.4521855640462 -34.6671665009279,-58.452223141975 -34.6672584080813,-58.452288333069 -34.6673803184017,-58.4523687825828 -34.6674961734756,-58.4524919344425 -34.6676268916371,-58.452680038111 -34.6677543050777,-58.4528844246898 -34.6678653106405,-58.453098872107 -34.6679569499277,-58.453661074119 -34.6681991825856,-58.4538992148217 -34.6683345557954,-58.4541197951123 -34.6684902799668,-58.454257443223 -34.6686062786347,-58.4544562860563 -34.668792353617)",26051,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,3902,3999,CRUZ,AVENIDA,303.24,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4544562860563 -34.668792353617,-58.4559214259855 -34.67016762178)",26155,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4001,4099,CRUZ,AVENIDA,203.25,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4559214259855 -34.67016762178,-58.4569560876366 -34.6711398840242,-58.4577765721457 -34.6719112080485,-58.4582043790721 -34.6723140521561,-58.4582730809801 -34.6723766619615)",26301,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4101,4299,CRUZ,AVENIDA,326.36,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4582730809801 -34.6723766619615,-58.4583695714731 -34.6724494138311,-58.4584687905628 -34.6725089963559,-58.4585750001189 -34.6725597055621,-58.458687006752 -34.6726009779972,-58.4588036170599 -34.6726323206365,-58.4590584589715 -34.672665050255)",26372,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4301,4399,CRUZ,AVENIDA,80.57,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.459611499092 -34.6738967432597,-58.4594251579132 -34.6738488498165,-58.4590036314304 -34.6737558775786)",26416,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4402,4450,0,0,CRUZ,AVENIDA,57.87,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4590036314304 -34.6737558775786,-58.4586729907818 -34.6736504663209,-58.4584133493003 -34.6733923691473,-58.4583636171253 -34.6731542413889)",26419,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,96.52,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4596652268575 -34.6732349666593,-58.4597317096002 -34.6734293396074,-58.4597588135281 -34.6735273710103,-58.4597982779291 -34.6736227969981,-58.4598495914236 -34.6737143499083,-58.4599122426186 -34.6738009029241,-58.4599855496152 -34.6738816109205,-58.4600671256706 -34.6739542202469,-58.4601697568418 -34.6740364076723)",26431,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4401,4499,CRUZ,AVENIDA,102.41,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4603205422778 -34.6744278294002,-58.4599633777303 -34.6741396453541,-58.459611499092 -34.6738967432597)",26455,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4452,4500,0,0,CRUZ,AVENIDA,87.78,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4601697568418 -34.6740364076723,-58.4613394590431 -34.6750100433147)",26484,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4501,4699,CRUZ,AVENIDA,152.18,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4611972677635 -34.6751556088132,-58.4606673094884 -34.6747143220283,-58.4603205422778 -34.6744278294002)",26492,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4502,4700,0,0,CRUZ,AVENIDA,113.91,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4619787043722 -34.6758039426304,-58.4611972677635 -34.6751556088132)",26518,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4702,4800,0,0,CRUZ,AVENIDA,101.50,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4613394590431 -34.6750100433147,-58.4614934096438 -34.6751382172855,-58.4625292213955 -34.6760001469074)",26531,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4701,4899,CRUZ,AVENIDA,154.77,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4623614567562 -34.6761215581477,-58.4619787043722 -34.6758039426304)",26536,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4802,4900,0,0,CRUZ,AVENIDA,49.72,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4625292213955 -34.6760001469074,-58.4633294307165 -34.6766659372396)",26558,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,4901,4999,CRUZ,AVENIDA,104.08,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4631843416538 -34.6768042513234,-58.4623614567562 -34.6761215581477)",26567,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4902,5000,0,0,CRUZ,AVENIDA,106.88,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4639182405699 -34.6774143322944,-58.4631843416538 -34.6768042513234)",26593,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5002,5100,0,0,CRUZ,AVENIDA,95.42,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4643612790868 -34.6777888436952,-58.4642964043239 -34.677728631754,-58.4639182405699 -34.6774143322944)",26612,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5102,5200,0,0,CRUZ,AVENIDA,58.10,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4647380763079 -34.6778607412249,-58.4652700413609 -34.6784453939774,-58.4654454878469 -34.6785982109441)",26663,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5201,5299,CRUZ,AVENIDA,104.50,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.465111827432 -34.6786976571517,-58.4650551348887 -34.6786231493228)",26673,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,9.76,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4654454878469 -34.6785982109441,-58.465920594713 -34.6790120830743,-58.4662228137385 -34.6792714474888)",26706,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5301,5399,CRUZ,AVENIDA,103.21,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4661602653912 -34.6798648445669,-58.465837838044 -34.6795476621813)",26750,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5402,5450,0,0,CRUZ,AVENIDA,45.95,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4662228137385 -34.6792714474888,-58.4670031357746 -34.6799410168317)",26754,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5401,5499,CRUZ,AVENIDA,103.11,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4664719520764 -34.6801470959586,-58.46629394302 -34.6799962524647,-58.4661602653912 -34.6798648445669)",26779,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5452,5500,0,0,CRUZ,AVENIDA,42.41,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4681886228736 -34.6812321988332,-58.4691152843442 -34.682066258897)",26898,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5601,5699,CRUZ,AVENIDA,125.59,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4689468328927 -34.6821587347345,-58.4681426676843 -34.6814741477169)",26907,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5632,5700,0,0,CRUZ,AVENIDA,105.82,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4691152843442 -34.682066258897,-58.4705950912946 -34.6831818605629)",26940,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5701,5899,CRUZ,AVENIDA,183.59,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4704224017334 -34.6833105801159,-58.4695049316864 -34.6826123076632,-58.4689468328927 -34.6821587347345)",26946,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5702,5900,0,0,CRUZ,AVENIDA,186.07,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4705033137269 -34.6833790273553,-58.4704224017334 -34.6833105801159)",26949,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,10.61,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4723019052065 -34.6848291457924,-58.4721810951794 -34.6847974643349,-58.4705033137269 -34.6833790273553)",27024,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5902,6100,0,0,CRUZ,AVENIDA,231.61,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4778959302863 -34.6919072665481,-58.4781763193714 -34.6916995503776,-58.4791222468336 -34.690986663475)",27321,17041,"PAZ, GRAL. AV.",16002,16100,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,151.84,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.476707013106 -34.6928038382147,-58.4778959302863 -34.6919072665481)",27341,17041,"PAZ, GRAL. AV.",16102,16200,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,147.51,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4755277044701 -34.69369610127,-58.476707013106 -34.6928038382147)",27358,17041,"PAZ, GRAL. AV.",16202,16300,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,146.54,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4743371161637 -34.6945928610084,-58.4755277044701 -34.69369610127)",27377,17041,"PAZ, GRAL. AV.",16302,16400,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,147.64,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4731511055708 -34.6954819323635,-58.4743371161637 -34.6945928610084)",27388,17041,"PAZ, GRAL. AV.",16402,16500,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,146.75,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4719945756631 -34.6964041595654,-58.4731511055708 -34.6954819323635)",27397,17041,"PAZ, GRAL. AV.",16502,16600,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,147.29,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4707806303 -34.6972798995617,-58.4719945756631 -34.6964041595654)",27407,17041,"PAZ, GRAL. AV.",16602,16700,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,147.68,,AV.GRAL PAZ,DECRECIENTE,-1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4700154024767 -34.6978582706708,-58.4707806303 -34.6972798995617)",27410,17041,"PAZ, GRAL. AV.",16702,16800,0,0,ZUFRIATEGUI(PARCIAL),AVENIDA,95.04,,AV.GRAL PAZ,CRECIENTE,1,VÍA TRONCAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4320307719377 -34.6512094716981,-58.4309830594401 -34.6503412903597)",27429,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,0,0,CRUZ,AVENIDA,136.02,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4329907213749 -34.6519748030589,-58.4320307719377 -34.6512094716981)",27430,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",1902,2000,0,0,CRUZ,AVENIDA,122.28,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4336781347656 -34.6525146988141,-58.4329907213749 -34.6519748030589)",27432,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2002,2100,0,0,CRUZ,AVENIDA,86.94,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4344335205482 -34.6531130890826,-58.4336781347656 -34.6525146988141)",27433,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2102,2200,0,0,CRUZ,AVENIDA,95.93,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4360212372233 -34.6543707854286,-58.4350610367165 -34.6536101753639)",27434,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2302,2400,0,0,CRUZ,AVENIDA,121.93,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4350610367165 -34.6536101753639,-58.4344335205482 -34.6531130890826)",27435,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",2202,2300,0,0,CRUZ,AVENIDA,79.69,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4313108937624 -34.6503571503102,-58.4317086615904 -34.6506881070488,-58.4321908599783 -34.6510901420902)",27436,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1801,1899,CRUZ,AVENIDA,114.54,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4650551348887 -34.6786231493228,-58.4646254685421 -34.6780651144746,-58.4644844646741 -34.6779033519244,-58.4643612790868 -34.6777888436952)",27437,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5202,5300,0,0,CRUZ,AVENIDA,112.48,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.465837838044 -34.6795476621813,-58.4654599985259 -34.6791529430167,-58.465111827432 -34.6786976571517)",27438,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5302,5400,0,0,CRUZ,AVENIDA,115.57,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4633294307165 -34.6766659372396,-58.4646529114435 -34.6777671486761,-58.4647380763079 -34.6778607412249)",26609,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5001,5199,CRUZ,AVENIDA,185.14,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4670031357746 -34.6799410168317,-58.4670800418333 -34.680140737437,-58.4674650572836 -34.6805826355192,-58.4681886228736 -34.6812321988332)",26778,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,5501,5599,CRUZ,AVENIDA,181.57,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4284269051887 -34.6478284100982,-58.4286196724016 -34.6480219911373,-58.4288322119831 -34.6482131124952)",22464,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",0,0,1501,1529,CRUZ,AVENIDA,56.61,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.467914242171 -34.6812796014652,-58.467482296834 -34.6809115163358,-58.4672854405094 -34.6806998284495,-58.4667729830169 -34.6803978672319,-58.4666964251412 -34.6803372344378,-58.4664719520764 -34.6801470959586)",26791,3195,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",5502,5600,0,0,CRUZ,AVENIDA,196.66,,AV.GRAL.F. FERNANDEZ DE LA CRUZ,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.405454009253 -34.6291845481762,-58.4055496096876 -34.6292968502737)",17015,3227,CHICLANA AV.,0,0,0,0,,AVENIDA,15.23,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4055496096876 -34.6292968502737,-58.4060577520023 -34.6298937973221,-58.4064002447398 -34.6302817152549)",17279,3227,CHICLANA AV.,2932,3000,2931,2999,,AVENIDA,134.25,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4064002447398 -34.6302817152549,-58.4065785158931 -34.6304836350949)",17348,3227,CHICLANA AV.,0,0,0,0,,AVENIDA,27.73,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4065785158931 -34.6304836350949,-58.4068227675387 -34.6307602352733,-58.4081015055071 -34.6320976190912)",17803,3227,CHICLANA AV.,3002,3100,3001,3099,,AVENIDA,227.09,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4082342696175 -34.6321960619686,-58.4081015055071 -34.6320976190912)",17835,3227,CHICLANA AV.,0,0,0,0,,AVENIDA,16.35,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4082342696175 -34.6321960619686,-58.4095419149513 -34.6331656143604)",18139,3227,CHICLANA AV.,3102,3200,3101,3199,,AVENIDA,161.08,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4095419149513 -34.6331656143604,-58.4108021545105 -34.6340999200152,-58.4109869624709 -34.6342333127167)",18452,3227,CHICLANA AV.,3202,3300,3201,3299,,AVENIDA,177.72,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur
"LINESTRING (-58.4109869624709 -34.6342333127167,-58.4112969642215 -34.634457113017,-58.4122424121198 -34.6351108389055,-58.4124089217806 -34.6352176012793)",18734,3227,CHICLANA AV.,3302,3400,3301,3399,,AVENIDA,170.09,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4124089217806 -34.6352176012793,-58.4126778932431 -34.6353901118449,-58.4135804967615 -34.6359122561444,-58.4138143884656 -34.6360505235956)",18943,3227,CHICLANA AV.,3402,3500,3401,3499,,AVENIDA,158.60,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4138143884656 -34.6360505235956,-58.4145584861763 -34.6364902703748)",19069,3227,CHICLANA AV.,3502,3600,3501,3599,,AVENIDA,83.87,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4145584861763 -34.6364902703748,-58.4146388928212 -34.636537768405,-58.4156081041308 -34.6371450674225)",19255,3227,CHICLANA AV.,3602,3650,3601,3675,,AVENIDA,120.58,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4156081041308 -34.6371450674225,-58.4158613330221 -34.6373037615791,-58.4161635331895 -34.6375044470792)",19360,3227,CHICLANA AV.,3652,3700,3677,3699,,AVENIDA,64.68,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
"LINESTRING (-58.4161635331895 -34.6375044470792,-58.4164693122083 -34.6377074571993,-58.4170387002805 -34.6381077549326,-58.4173022101083 -34.6383303252038)",19582,3227,CHICLANA AV.,3702,3800,3701,3799,,AVENIDA,139.04,,AV. CHICLANA,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Fernández de la Cruz
