WKT,ID,CODIGO,NOMOFICIAL,ALT_IZQINI,ALT_IZQFIN,ALT_DERINI,ALT_DERFIN,NOMANTER,TIPO_C,LONG,OBSERVA,NOM_MAPA,SENTIDO,COD_SENT,RED_JERARQ,RED_TP,FFCC,TIPO_FFCC,METROBUS
"LINESTRING (-58.4164092165363 -34.6547317860821,-58.4164141065219 -34.6548666239048)",24096,20002,SAENZ AV.,0,0,0,0,,AVENIDA,14.97,,AV.SAENZ,DOBLE,2,VÍA LOCAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4163802920568 -34.652961868244,-58.4163884179868 -34.653399106295)",27566,20002,SAENZ AV.,1068,1100,1101,1125,,AVENIDA,48.51,,AV.SAENZ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4164092165363 -34.6547317860821,-58.4167779995848 -34.6548030282173,-58.4172953424239 -34.6549496821632,-58.4182765765519 -34.6552292990718)",28459,19057,"RABANAL, FRANCISCO, INTENDENTE AV.",0,0,1301,1399,CAMINO AL PUENTE ALSINA O DE LA TABLADA-ROCA AV. T,AVENIDA,180.13,,AV.INTENDENTE FRANCISCO RABANAL,CRECIENTE,1,VÍA DISTRIBUIDORA COMPLEMENTARIA,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4563127140534 -34.6852388736689,-58.4564697472609 -34.6853374053223,-58.4569123265243 -34.6856769480711)",27096,19057,"ROCA, CNEL. AV.",0,0,5351,5449,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,153.83,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.450641165406 -34.6800383860962,-58.4508242536408 -34.6802420711727,-58.4511418633511 -34.6805377939914)",26840,19057,"ROCA, CNEL. AV.",0,0,4501,4599,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,72.00,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4503029725226 -34.6795915418579,-58.4503966272797 -34.679737227302,-58.4505503887518 -34.6799373886206,-58.450641165406 -34.6800383860962)",28822,19057,"ROCA, CNEL. AV.",0,0,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,58.55,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4500472093276 -34.6791937453847,-58.4503029725226 -34.6795915418579)",28823,19057,"ROCA, CNEL. AV.",0,0,4481,4499,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,49.97,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4499972700404 -34.6800450110053,-58.4496049595454 -34.6794354470584,-58.4495800896794 -34.6793930944558)",26771,19057,"ROCA, CNEL. AV.",4302,4320,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,81.81,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4427126596361 -34.6683181859493,-58.4430883866249 -34.6686444312243,-58.4435090920134 -34.6691288535108)",28832,19057,"ROCA, CNEL. AV.",0,0,3601,3699,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,116.10,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4446968439862 -34.670580224393,-58.4451690120421 -34.6712889036676,-58.4451929178083 -34.6713269503374)",26460,19057,"ROCA, CNEL. AV.",0,0,3801,3859,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,94.50,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4451929178083 -34.6713269503374,-58.4458702629925 -34.6724049469075)",28834,19057,"ROCA, CNEL. AV.",0,0,3861,3939,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,134.74,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4448319648945 -34.6715243420024,-58.4442847386534 -34.6708196058569)",26461,19057,"ROCA, CNEL. AV.",3802,3860,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,92.88,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4455787025441 -34.6725418728689,-58.4450978838927 -34.6718667961043,-58.4448319648945 -34.6715243420024)",28836,19057,"ROCA, CNEL. AV.",3862,3940,0,0,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,132.03,,AV.CNEL. ROCA,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4409470887006 -34.6667731015562,-58.441337127362 -34.6671200109922,-58.4413634256088 -34.6671434010062)",25926,19057,"ROCA, CNEL. AV.",0,0,3401,3449,CAMINO AL PUENTE ALSINA O DE LA TABLADA,AVENIDA,56.07,,AV.CNEL. ROCA,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Sur - Ramal Coronel Roca
"LINESTRING (-58.4743560065406 -34.540759872552,-58.4749273931792 -34.5399878076996)",97,3005,CABILDO AV.,4802,4900,4801,4899,,AVENIDA,100.43,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.473786311236 -34.5415297512776,-58.4743560065406 -34.540759872552)",130,3005,CABILDO AV.,4702,4800,4701,4799,,AVENIDA,100.14,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4732360070986 -34.5422734271423,-58.473786311236 -34.5415297512776)",172,3005,CABILDO AV.,4602,4700,4601,4699,,AVENIDA,96.73,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4726919052075 -34.5430086488228,-58.4732360070986 -34.5422734271423)",214,3005,CABILDO AV.,4502,4600,4501,4599,,AVENIDA,95.64,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4720939267085 -34.5438166925126,-58.4726919052075 -34.5430086488228)",261,3005,CABILDO AV.,4402,4500,4401,4499,,AVENIDA,105.11,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4715370398085 -34.5445693050373,-58.4720939267085 -34.5438166925126)",303,3005,CABILDO AV.,4302,4400,4301,4399,,AVENIDA,97.89,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4710125664904 -34.545278952949,-58.4715370398085 -34.5445693050373)",348,3005,CABILDO AV.,4202,4300,4201,4299,,AVENIDA,92.28,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4704308953425 -34.5460660001798,-58.4710125664904 -34.545278952949)",400,3005,CABILDO AV.,4102,4200,4101,4199,,AVENIDA,102.34,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4699395073873 -34.5467154271084,-58.4704308953425 -34.5460660001798)",448,3005,CABILDO AV.,4002,4100,4001,4099,,AVENIDA,85.00,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4694007066118 -34.5474104905484,-58.4699395073873 -34.5467154271084)",499,3005,CABILDO AV.,3902,4000,3901,3999,,AVENIDA,91.60,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4688478534462 -34.5481137920632,-58.4691289624369 -34.5477610849947,-58.4694007066118 -34.5474104905484)",563,3005,CABILDO AV.,3802,3900,3801,3899,,AVENIDA,93.07,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4686675638325 -34.5483469743722,-58.4688478534462 -34.5481137920632)",599,3005,CABILDO AV.,0,0,3751,3799,,AVENIDA,30.71,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4685085279942 -34.5485396032595,-58.4685530396568 -34.5484837534505)",607,3005,CABILDO AV.,0,0,0,0,,AVENIDA,7.42,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4681892848515 -34.5489399888592,-58.4682258818072 -34.5488942808477,-58.4685085279942 -34.5485396032595)",655,3005,CABILDO AV.,3702,3800,3701,3749,,AVENIDA,53.21,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4675597258582 -34.5497266015322,-58.4681892848515 -34.5489399888592)",757,3005,CABILDO AV.,3624,3700,3601,3699,,AVENIDA,104.66,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4673134141682 -34.5500343718968,-58.4675597258582 -34.5497266015322)",793,3005,CABILDO AV.,3602,3622,3563,3599,,AVENIDA,40.95,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4669509224272 -34.5504868708855,-58.46702088476 -34.5503998221309,-58.4673134141682 -34.5500343718968)",850,3005,CABILDO AV.,3532,3600,3501,3561,,AVENIDA,60.22,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4666773700104 -34.5508272480214,-58.4669509224272 -34.5504868708855)",895,3005,CABILDO AV.,3502,3530,3451,3499,,AVENIDA,45.34,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4663417673525 -34.5512449539196,-58.4666773700104 -34.5508272480214)",945,3005,CABILDO AV.,3434,3500,3401,3449,,AVENIDA,55.64,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4660344194375 -34.5516273043499,-58.4663417673525 -34.5512449539196)",990,3005,CABILDO AV.,3402,3432,3357,3399,,AVENIDA,50.94,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4657330268022 -34.5520023999784,-58.4660344194375 -34.5516273043499)",1041,3005,CABILDO AV.,3306,3400,3301,3355,,AVENIDA,49.97,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4651328720414 -34.5527492084448,-58.4657330268022 -34.5520023999784)",1135,3005,CABILDO AV.,3202,3304,3201,3299,,AVENIDA,99.49,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4645195982966 -34.5535122824197,-58.4651328720414 -34.5527492084448)",1226,3005,CABILDO AV.,3102,3200,3101,3199,,AVENIDA,101.66,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4635423351998 -34.5544799431134,-58.4645195982966 -34.5535122824197)",1332,3005,CABILDO AV.,3002,3100,3001,3099,,AVENIDA,139.89,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4625330432147 -34.5554802733402,-58.4635423351998 -34.5544799431134)",1469,3005,CABILDO AV.,2902,3000,2901,2999,,AVENIDA,144.55,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4618758876021 -34.556182767489,-58.4625330432147 -34.5554802733402)",1549,3005,CABILDO AV.,2802,2900,2831,2899,,AVENIDA,98.54,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4616499665206 -34.5564248190252,-58.4618758876021 -34.556182767489)",1583,3005,CABILDO AV.,2774,2800,2801,2829,,AVENIDA,33.93,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4612211895652 -34.5568842016635,-58.4616499665206 -34.5564248190252)",1635,3005,CABILDO AV.,2702,2772,2687,2799,,AVENIDA,64.39,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.460778191707 -34.5573587944957,-58.4612211895652 -34.5568842016635)",1678,3005,CABILDO AV.,2612,2700,2601,2685,,AVENIDA,66.52,corrección numeración 27-1,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4685530396568 -34.5484837534505,-58.4686675638325 -34.5483469743722)",27636,3005,CABILDO AV.,0,0,0,0,,AVENIDA,18.46,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4749273931792 -34.5399878076996,-58.4759788678041 -34.5389327435219,-58.4762806486858 -34.5380874191571)",0,0,CABILDO AV.,0,0,0,0,,AVENIDA,249.49,,AV.CABILDO,DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4749273931792 -34.5399878076996,-58.4758530561284 -34.5388536412193,-58.4762806486858 -34.5380874191571)",0,0,CABILDO AV.,0,0,0,0,,AVENIDA,245.45,,AV.CABILDO,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4749273931792 -34.5399878076996,-58.4757020887764 -34.5387995254414,-58.4762806486858 -34.5380874191571)",0,0,CABILDO AV.,0,0,0,0,,AVENIDA,244.97,,AV.CABILDO,CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Cabildo
"LINESTRING (-58.4762806486858 -34.5380874191571,-58.4774404989261 -34.5357766008074,-58.478090998926 -34.5344643008075,-58.4782898989259 -34.5340170008076,-58.4787964989257 -34.5330787008077,-58.4795138989255 -34.5316610008079,-58.4800207989254 -34.5306379008081,-58.4805303989253 -34.5296900008082,-58.4810319989251 -34.5288061008083,-58.481544298925 -34.5278669008084,-58.4821757989248 -34.5266955008086,-58.4826976989247 -34.5257525008087,-58.4831141989246 -34.5249998008089,-58.4837051989244 -34.523938400809,-58.4842567989243 -34.5229480008091,-58.4846829989242 -34.5221427008092,-58.485284098924 -34.5209093008094,-58.4859001989238 -34.5197584008096,-58.4863081989237 -34.5190539008097,-58.4866523989236 -34.5184344008097)",0,0,MAIPU AV.,0,0,0,0,,AVENIDA,2379.53,"Sector Metrobus Norte en el Partido de Vicente López, es decir, fuera de la C.A.B.A.",AV.MAIPÚ,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus Norte - Av Maipú (provincia)
"LINESTRING (-58.3808144439046 -34.6197506128864,-58.3807980124617 -34.6210666678304,-58.3809234812271 -34.6222774006004,-58.381033441654 -34.6231609203871,-58.38144608188 -34.6238150335705)",0,0,TUNEL METROBUS AV 9 DE JULIO,0,0,0,0,,TÚNEL,461.17,Túnel Metrobus bajo la Av 9 de Julio inaugurado el 29 de Mayo de 2015 sentido hacia el Sur - Constitución,TÚNEL METROBUS (sentido Sur),CRECIENTE,1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.3797769936261 -34.6237246819728,-58.3803532867637 -34.6225126026674,-58.3806475243415 -34.6211516393127,-58.3808144439046 -34.6197506128864)",0,0,TUNEL METROBUS AV 9 DE JULIO,0,0,0,0,,TÚNEL,454.02,Túnel Metrobus bajo la Av 9 de Julio inaugurado el 29 de Mayo de 2015 sentido hacia el Norte - Obelisco,TÚNEL METROBUS (sentido Norte),DECRECIENTE,-1,VÍA DISTRIBUIDORA PRINCIPAL,,,,Metrobus 9 de Julio
"LINESTRING (-58.4629181234245 -34.6460223337035,-58.4633313004746 -34.6467958393122,-58.4647732445186 -34.6487052006588)",0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,,AUTOPISTA,343.48,Eje Medio de Metrobus Autopista 25 de Mayo - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,,Metrobus Autopista 25 de Mayo
"LINESTRING (-58.3835185042939 -34.6228819694523,-58.3849009321627 -34.6229316388579,-58.3858365862225 -34.6229810119015,-58.3875223618084 -34.6231702134936,-58.3899498853594 -34.6234504276445,-58.392014973328 -34.6236955412255,-58.392697687614 -34.6238144003737,-58.3953357400916 -34.6244082129731,-58.3982940815368 -34.6251136348945,-58.4004939069551 -34.6256374181493,-58.401598057836 -34.6258818756266,-58.4024325242397 -34.626028630403,-58.4068832108191 -34.6265882324831,-58.4079621897073 -34.6267002182977,-58.4092856761752 -34.6267635220086,-58.4103900078157 -34.6267849062534,-58.4113678582363 -34.6268550072126,-58.4129441787789 -34.6270438113251,-58.4158439359621 -34.6274212615506,-58.4177658667503 -34.6277007268003,-58.4196540931111 -34.6279731813176,-58.4215254609915 -34.6282665065642,-58.4227393391327 -34.6284341555297,-58.4243915913778 -34.6286158679811,-58.4269795596565 -34.6289302381401,-58.4289605865612 -34.6291816700439,-58.4311102040895 -34.6295097676064,-58.4338836636005 -34.629914630306,-58.4367498723072 -34.630361260991,-58.437441139931 -34.6304659343512,-58.4380733793157 -34.6306263402872,-58.438537010687 -34.6307867096573,-58.4390764969627 -34.6310237460197,-58.4403071601417 -34.6317556758047,-58.440871927758 -34.632076331408,-58.4426421066059 -34.6331497916853,-58.4453311434298 -34.6349550576659,-58.446064538218 -34.6354429580291,-58.4462752855935 -34.6355823574784,-58.446671498735 -34.6358123721476,-58.4470255705896 -34.6359796632189,-58.4474049396203 -34.6361330193458,-58.4477758864576 -34.6362445619977,-58.4483238871034 -34.6363561245178,-58.4489393460557 -34.6364189124004,-58.4495463847385 -34.6364189793794,-58.4511735933739 -34.6363633956697,-58.45172161221 -34.6363773833168,-58.4520504211063 -34.6364052866443,-58.45252255372 -34.6364750123892,-58.4529272341922 -34.6365795736355,-58.4533656354754 -34.6367259473809,-58.4538883393696 -34.6369698852659,-58.4547819914645 -34.6374925872398,-58.4555576195992 -34.6379874016006,-58.4563922665631 -34.6386076477928,-58.4577496411182 -34.6397366139593,-58.4582302119942 -34.6401199021843,-58.4589721568172 -34.6406634731493,-58.4603380356177 -34.6416460711049,-58.4607596089286 -34.6419805683275,-58.4611558892641 -34.6423847491228,-58.4614509936374 -34.6427192422481,-58.4616786465206 -34.6430328284872,-58.4619568898935 -34.6435694077348,-58.4621676824172 -34.6440223636088,-58.4624122039281 -34.6447470919958,-58.4625302502786 -34.6451164245007,-58.4627663459983 -34.6457017813816,-58.4629181234245 -34.6460223337035)",0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,,AUTOPISTA,8088.47,Eje Medio de Metrobus Autopista 25 de Mayo - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,,Metrobus Autopista 25 de Mayo
"LINESTRING (-58.4759882476895 -34.6486766201568,-58.4757352918623 -34.6487672383392,-58.4750607334023 -34.6489624273955,-58.4737200144984 -34.6491646432635,-58.4705157337762 -34.6494296948228,-58.4678344493718 -34.6494451178395)",0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,,AUTOPISTA,1425.19,Empalme Metrobus 25 de Mayo con el Peaje Avellaneda de la Autopista Perito Moreno  - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,,Metrobus Autopista 25 de Mayo
"LINESTRING (-58.4678344493718 -34.6494451178395,-58.466847636471 -34.6494507803396,-58.4661308785677 -34.649381117327,-58.4653466609071 -34.649255703354,-58.4644612495356 -34.648774890857,-58.4639721672127 -34.6483567851705,-58.4637529230595 -34.6480153292942,-58.4632975734012 -34.647004895424,-58.4629181234245 -34.6460223337035)",0,0,METROBUS AUTOPISTA 25 DE MAYO,0,0,0,0,,TÚNEL,1425.19,Túnel de Autopista Metrobus 25 de Mayo hacia el Empalme con el Peaje Avellaneda de la Autopista Perito Moreno  - Inaugurado octubre de 2015 - Carril Reversible,METROBUS AU. 25 DE MAYO,,0,VÍA TRONCAL,,,,Metrobus Autopista 25 de Mayo
"LINESTRING (-58.5179161276097 -34.589621569623,-58.5182509008875 -34.5895213432821)",6786,20045,SAN MARTIN AV.,7464,7500,7451,7499,CAMINO A SAN MARTIN,AVENIDA,32.66,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5166676171848 -34.589995452862,-58.5179161276097 -34.589621569623)",6863,20045,SAN MARTIN AV.,7302,7462,7301,7449,CAMINO A SAN MARTIN,AVENIDA,121.82,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5153726777773 -34.5903591316849,-58.5166676171848 -34.589995452862)",6974,20045,SAN MARTIN AV.,7202,7300,7201,7299,CAMINO A SAN MARTIN,AVENIDA,125.46,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.513880052944 -34.5908281656884,-58.5148296538856 -34.590545780715,-58.5153726777773 -34.5903591316849)",7068,20045,SAN MARTIN AV.,7102,7200,7101,7199,CAMINO A SAN MARTIN,AVENIDA,146.53,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5124337999627 -34.5912582173123,-58.513880052944 -34.5908281656884)",7159,20045,SAN MARTIN AV.,7002,7100,7001,7099,CAMINO A SAN MARTIN,AVENIDA,141.00,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5110341959004 -34.5916818246015,-58.5113740053006 -34.5915733049684,-58.5124337999627 -34.5912582173123)",7258,20045,SAN MARTIN AV.,6902,7000,6901,6999,CAMINO A SAN MARTIN,AVENIDA,136.74,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5109268292178 -34.5917160937855,-58.5110341959004 -34.5916818246015)",7270,20045,SAN MARTIN AV.,0,0,0,0,CAMINO A SAN MARTIN,AVENIDA,10.56,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5096621227572 -34.5921736473575,-58.5106740361301 -34.5917968304183,-58.5109268292178 -34.5917160937855)",7349,20045,SAN MARTIN AV.,6802,6900,6801,6899,CAMINO A SAN MARTIN,AVENIDA,126.67,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5090497766484 -34.5924017073673,-58.5096621227572 -34.5921736473575)",7389,20045,SAN MARTIN AV.,6752,6800,6751,6799,CAMINO A SAN MARTIN,AVENIDA,61.61,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5085290414594 -34.5925957145017,-58.5090497766484 -34.5924017073673)",7423,20045,SAN MARTIN AV.,6702,6750,6701,6749,CAMINO A SAN MARTIN,AVENIDA,52.40,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5073935645943 -34.5930185466567,-58.5085290414594 -34.5925957145017)",7537,20045,SAN MARTIN AV.,6602,6700,6601,6699,CAMINO A SAN MARTIN,AVENIDA,114.24,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5062579909788 -34.5934412274057,-58.5065453551993 -34.5933344301595,-58.5073935645943 -34.5930185466567)",7601,20045,SAN MARTIN AV.,6502,6600,6501,6599,CAMINO A SAN MARTIN,AVENIDA,114.24,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5059108540145 -34.5935702291238,-58.5062579909788 -34.5934412274057)",7626,20045,SAN MARTIN AV.,6472,6500,6471,6499,CAMINO A SAN MARTIN,AVENIDA,34.91,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5051230867174 -34.5938630522266,-58.5059108540145 -34.5935702291238)",7667,20045,SAN MARTIN AV.,6402,6470,6401,6469,CAMINO A SAN MARTIN,AVENIDA,79.23,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5040063924217 -34.5942781699025,-58.5051230867174 -34.5938630522266)",7748,20045,SAN MARTIN AV.,6302,6400,6301,6399,CAMINO A SAN MARTIN,AVENIDA,112.32,,AV.SAN MARTIN,DOBLE,2,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
"LINESTRING (-58.5035437890607 -34.5944500929057,-58.5040063924217 -34.5942781699025)",7781,20045,SAN MARTIN AV.,6272,6300,6271,6299,CAMINO A SAN MARTIN,AVENIDA,46.53,Cierre de estas calles por Construcción de Túnel bajo vías del FFCC - Comienzo en Agosto de 2014,AV.SAN MARTIN,EN OBRA,10,VÍA DISTRIBUIDORA PRINCIPAL,SI,,,Metrobus Av San Martín
