WKT	ID	LINEA	RAMAL	SENTIDO	TIPO_SERVICIO
LINESTRING (-58.408913997353686 -34.609129019568144,-58.406273001270719 -34.608945970588969,-58.406025007115268 -34.60886597238197,-58.405860984514582 -34.6088310035042,-58.404671962755316 -34.608766969955468,-58.404595965421265 -34.608767023948516,-58.403472957596414 -34.608705985471218,-58.403395971005438 -34.608706038236619,-58.403324023804515 -34.608702036129678,-58.401993992600161 -34.608626006435223,-58.40190198948806 -34.608621993509146,-58.401809986384897 -34.608617980513706,-58.400628969957445 -34.608561034334187,-58.400551986524398 -34.608557028030397,-58.399218005985773 -34.608476998948952,-58.397735021491563 -34.608371991406507,-58.396381996638013 -34.608271003662736,-58.396313014920572 -34.60827096614814,-58.395018995304994 -34.608166028266311,-58.394951009500474 -34.608157966143025,-58.394885988328689 -34.608153962906094,-58.393547980768254 -34.60806404196974,-58.393471989990942 -34.608056966263703,-58.393395007299674 -34.608053045606361,-58.39215501303773 -34.60798795949	7231	98	F	ida	COMUN BASICO
LINESTRING (-58.367959019646491 -34.612214036516775,-58.367850017632556 -34.612208001155835,-58.367277043827656 -34.612171038900897,-58.367262023648706 -34.612171027152094,-58.367258965648212 -34.612171024759903,-58.367127033287034 -34.612161003701651,-58.366629687025089 -34.612135908799317,-58.366432709468555 -34.612219243187454,-58.366324971157155 -34.612365039619235,-58.366341468417865 -34.612733299301816,-58.365998992008613 -34.615572009717788,-58.365867027990689 -34.616823978570203,-58.366592021599843 -34.616879009450592,-58.36667998219697 -34.61688502937659,-58.367311981554245 -34.616931958371516,-58.367429005228061 -34.616928984323884,-58.367559029586012 -34.615779976776913,-58.367568042465507 -34.615685043678234,-58.367464970047031 -34.615680996150964,-58.366830013143066 -34.615632983684215,-58.366733961095676 -34.61562497394717,-58.365998992008613 -34.615572009717788,-58.366341468417865 -34.612733299301816,-58.366324971157155 -34.612365039619235,-58.366432709468555 -34.6122192	7264	111	D	ida	COMUN BASICO
LINESTRING (-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525319033480123 -34.63708703657479,-58.52541201142904 -34.636185015355323,-58.525426977980516 -34.636108009919433,-58.525430969275867 -34.636032001900418,-58.525456982484151 -34.635810011420347,-58.525477008487059 -34.635642030624396,-58.525484961978094 -34.635570979429659,-58.525487996720294 -34.6355389706073,-58.525514975626123 -34.635404977027697,-58.525592010354906 -34.634720973681816,-58.525608010799381 -34.634584010401198,-58.52561299903406 -34.634518009748724,-58.525618975381505 -34.634450025036699,-58.525661983513373 -34.633979991903225,-58.525672991743143 -34.63390398022743,-58.525684991880993 -34.633831033522448,-58.525769982115435 -34.633083011234859,-58.525785969807316 -34.632929999183474,-58.525828035516675 -34.632762006849745,-58.526052957466497 -34.63195097910	7265	109	A	ida	COMUN BASICO
LINESTRING (-58.47401395492988 -34.605312984951752,-58.473984011666879 -34.605347970488275,-58.473641963623919 -34.605810982271002,-58.473591968683856 -34.605876985148491,-58.47351201196868 -34.605839034161434,-58.47248795745837 -34.605324026483451,-58.472438040621199 -34.605294006610691,-58.471152020154364 -34.604745017311899,-58.471071976098898 -34.604711031842619,-58.470991032668749 -34.604675964440474,-58.469679039464985 -34.604111994466088,-58.469598007686464 -34.604081975201076,-58.469511039769365 -34.604044021976861,-58.468354023654896 -34.603545035596049,-58.468273981818243 -34.603509966342834,-58.46819403005204 -34.603475978974309,-58.466938013083663 -34.60293496813874,-58.466854015453926 -34.602899988249604,-58.466763003302958 -34.602866000315991,-58.466487988080395 -34.602747987367643,-58.466083020827831 -34.602569028090507,-58.465910984509279 -34.602610957977475,-58.465795963753564 -34.602638009490882,-58.465666014613049 -34.602672003718283,-58.465089020851636 -34.602812037	7266	109	B	ida	COMUN BASICO
LINESTRING (-58.37017240934707 -34.58332319575738,-58.368978627442779 -34.584003459099975,-58.369273135222002 -34.584360906871893,-58.369550411667483 -34.584692193776831,-58.370259130219146 -34.585553870081505,-58.370623243424646 -34.585991160592229,-58.371836321947704 -34.587379720328101,-58.371841428959002 -34.587751912803178,-58.371734140859175 -34.588124232458334,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37522271627607 -34.592797263934514,-58.374932973040011 -34.592987027035541,-58.373909246339707 -34.593645009323737,-58.373040028423972 -34.594517862168949,-58.37280812873486 -34.594990038647708,-58.372251711380677 -34.596133051952144,-58.371799409933558 -34.597143740651426,-58.371618116406019 -34.597540026466653,-58.37116957763331 -34.598392091439948,-58.371457992545182 -34.598414025788763,-58.371560955087794 -34.598416987912401,-58.372802444822831 -34.59851735012	7269	115	B	ida	COMUN BASICO
LINESTRING (-58.380274486221403 -34.617638893172085,-58.380639007483438 -34.617636976756145,-58.380877994149962 -34.61764002244972,-58.381088013976843 -34.617647015408274,-58.381511021994413 -34.617661002216288,-58.381482029793098 -34.618522025638647,-58.381436042598118 -34.619746027889988,-58.381467993514569 -34.619818989836702,-58.381463985011933 -34.620147986529908,-58.381461976479414 -34.62036302039229,-58.38144598362387 -34.620898028104705,-58.381455012140954 -34.620956007962242,-58.381451980414205 -34.621021012383508,-58.381437985799998 -34.621536005517008,-58.381435131803137 -34.622006015447326,-58.381426990821709 -34.62216292207119,-58.381436206769337 -34.622343753970441,-58.381441016722448 -34.622963958010409,-58.381450096736863 -34.62368684449644,-58.381446637907743 -34.623820025000562,-58.381422368413894 -34.624632087817105,-58.382120286635917 -34.624652697276531,-58.382276020276393 -34.624839903801607,-58.382241325000706 -34.625963943405758,-58.382229557638603 -34.626934696	7282	91	F	ida	EXPRESO 
LINESTRING (-58.576058974753046 -34.71653001206132,-58.575362036376333 -34.717054037608939,-58.574689008738446 -34.717551980905881,-58.574031017758401 -34.71805396391435,-58.573299974934635 -34.718685028671224,-58.572690986689175 -34.719140978262004,-58.572108998500916 -34.719588966455959,-58.572005982783431 -34.719664973654716,-58.571331013566976 -34.72015595765037,-58.570748037626622 -34.72054804096328,-58.570562988630464 -34.720703009656923,-58.570256968598834 -34.720911008842897,-58.57013801811302 -34.720993970835423,-58.568841005763701 -34.721923034336143,-58.567993981308277 -34.722553987597927,-58.567929017117557 -34.722601017074645,-58.567823037012737 -34.722689014542759,-58.56771600330557 -34.722584972086082,-58.566880031046765 -34.721771996015853,-58.566487988398748 -34.721690014568381,-58.56492499451425 -34.721391013158744,-58.564754043380297 -34.721376009602977,-58.564515963605466 -34.72103901041838,-58.564092031272011 -34.72064996292162,-58.562755000596404 -34.7192120242823	7285	91	F	vuelta	EXPRESO 
LINESTRING (-58.466597057453257 -34.59087967816329,-58.466589970935168 -34.590735242022106,-58.466509667340553 -34.590547016257013,-58.462911083340607 -34.587154459215618,-58.462443434840687 -34.586724566561919,-58.462166366999782 -34.586504510229538,-58.461935326644642 -34.586334491901788,-58.461671519674624 -34.586165724282509,-58.461446000521285 -34.58603862005954,-58.461161060982604 -34.585918613204839,-58.461042002742822 -34.585868009347607,-58.460541011260148 -34.585729963412469,-58.460343023883162 -34.585706968426031,-58.460067981591273 -34.585677029002767,-58.459952983302998 -34.585672969176137,-58.459837984645695 -34.585679999173699,-58.459730987638174 -34.585702987941183,-58.459608974427333 -34.585745000428417,-58.45770197067727 -34.586418106960267,-58.457213896369431 -34.586589171525773,-58.456944231904956 -34.586795228759946,-58.456684072248457 -34.586989121106697,-58.456506337039734 -34.58708637697044,-58.45646106275521 -34.587117240430764,-58.45619081791255 -34.5872011480	7312	111	D	vuelta	COMUN BASICO
LINESTRING (-58.373728041389462 -34.585812959176074,-58.372934005848222 -34.586244975048793,-58.372789040711638 -34.586268039973028,-58.372688002968665 -34.586244974184538,-58.372554020232748 -34.586255965220374,-58.372452974033152 -34.586323962855417,-58.372386017828831 -34.586379994091331,-58.3723806177819 -34.586052431530447,-58.372079379788659 -34.586655706565324,-58.371837333934906 -34.587362879742052,-58.371841844868449 -34.587756076066135,-58.371726821615049 -34.588112438116326,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37522271627607 -34.592797263934514,-58.374932973040011 -34.592987027035541,-58.373909246339707 -34.593645009323737,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.37116957763331 -34.5983920914	7316	195	A	ida	COMUN BASICO
LINESTRING (-58.373728041389462 -34.585812959176074,-58.372934005848222 -34.586244975048793,-58.372789040711638 -34.586268039973028,-58.372688002968665 -34.586244974184538,-58.372554020232748 -34.586255965220374,-58.372452974033152 -34.586323962855417,-58.372386017828831 -34.586379994091331,-58.3723806177819 -34.586052431530447,-58.372079379788659 -34.586655706565324,-58.371837333934906 -34.587362879742052,-58.371841844868449 -34.587756076066135,-58.371726821615049 -34.588112438116326,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37522271627607 -34.592797263934514,-58.374932973040011 -34.592987027035541,-58.373909246339707 -34.593645009323737,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.37116957763331 -34.5983920914	7317	195	B	ida	COMUN BASICO
LINESTRING (-58.373728041389462 -34.585812959176074,-58.372934005848222 -34.586244975048793,-58.372789040711638 -34.586268039973028,-58.372688002968665 -34.586244974184538,-58.372554020232748 -34.586255965220374,-58.372452974033152 -34.586323962855417,-58.372386017828831 -34.586379994091331,-58.3723806177819 -34.586052431530447,-58.372079379788659 -34.586655706565324,-58.371837333934906 -34.587362879742052,-58.371841844868449 -34.587756076066135,-58.371726821615049 -34.588112438116326,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37522271627607 -34.592797263934514,-58.374932973040011 -34.592987027035541,-58.373909246339707 -34.593645009323737,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.37116957763331 -34.5983920914	7318	195	C	ida	COMUN BASICO
LINESTRING (-58.373728041389462 -34.585812959176074,-58.372934005848222 -34.586244975048793,-58.372789040711638 -34.586268039973028,-58.372688002968665 -34.586244974184538,-58.372554020232748 -34.586255965220374,-58.372452974033152 -34.586323962855417,-58.372386017828831 -34.586379994091331,-58.3723806177819 -34.586052431530447,-58.372079379788659 -34.586655706565324,-58.371837333934906 -34.587362879742052,-58.371841844868449 -34.587756076066135,-58.371726821615049 -34.588112438116326,-58.372226670013795 -34.588805233455091,-58.37325966232374 -34.590113974407828,-58.374157230080428 -34.591120475546475,-58.375439841655087 -34.59265622582982,-58.37522271627607 -34.592797263934514,-58.374932973040011 -34.592987027035541,-58.373909246339707 -34.593645009323737,-58.373040028423972 -34.594517862168949,-58.372808149845639 -34.594990049665498,-58.372251727845246 -34.596133071311144,-58.371799388226911 -34.597143810186751,-58.371618116406019 -34.597540026466653,-58.37116957763331 -34.5983920914	7319	195	D	ida	COMUN BASICO
LINESTRING (-57.954490992792486 -34.906160965083146,-57.953494972745339 -34.905240990740637,-57.954585026990657 -34.904419993520392,-57.955686973131378 -34.903599035924636,-57.955592963337111 -34.905340008782851,-57.955507000379797 -34.90707803948689,-57.955397986130535 -34.908865018284189,-57.956393963946667 -34.909772985845976,-57.956500992987124 -34.909865030210284,-57.957561986865045 -34.910758022581035,-57.957935989453858 -34.911105955961389,-57.958535969632607 -34.911713032678698,-57.959562043028697 -34.912641023482799,-57.960581008536131 -34.913568976215409,-57.961578002235015 -34.914476995445433,-57.962634965979625 -34.915443043226574,-57.963759007988855 -34.914606958924828,-57.964852967056309 -34.913785977140797,-57.96596599258087 -34.912958031068392,-57.967124995225177 -34.912091044211984,-57.96815696054454 -34.911316029297531,-57.968302026634817 -34.911208973199763,-57.969425958438954 -34.91037202354655,-57.970550968877625 -34.90953200234604,-57.971679025265736 -34.908691982	7320	195	A	vuelta	COMUN BASICO
LINESTRING (-57.953494972745339 -34.905240990740637,-57.952476008913074 -34.904312978143821,-57.951419034393027 -34.903347021668971,-57.952542992700231 -34.902545027735265,-57.953674975816703 -34.901770013495472,-57.954855994910936 -34.900898996804251,-57.955290959161033 -34.90057102220716,-57.955347972358091 -34.900502020276079,-57.955410975060765 -34.900457024853374,-57.956591009873854 -34.899607984949299,-57.956658999295776 -34.899559042759364,-57.957170001837369 -34.899177013671469,-57.958305017204189 -34.898348956246998,-57.95940702539238 -34.897527963842037,-57.960542993878761 -34.896698987479738,-57.961667965061579 -34.895878970583446,-57.962793010586203 -34.895042985712145,-57.963765013521908 -34.895932043435444,-57.964771963950938 -34.896850988077929,-57.965779989242613 -34.897760011544875,-57.965788039357832 -34.897772035235995,-57.966807032202354 -34.898706969823024,-57.966825960985538 -34.898725979857282,-57.967811016955729 -34.89962001691071,-57.968806973744044 -34.9005359	7321	195	B	vuelta	COMUN BASICO
LINESTRING (-57.953494972745339 -34.905240990740637,-57.952476008913074 -34.904312978143821,-57.951419034393027 -34.903347021668971,-57.952542992700231 -34.902545027735265,-57.953674975816703 -34.901770013495472,-57.954855994910936 -34.900898996804251,-57.955290959161033 -34.90057102220716,-57.955347972358091 -34.900502020276079,-57.955410975060765 -34.900457024853374,-57.956591009873854 -34.899607984949299,-57.956658999295776 -34.899559042759364,-57.957170001837369 -34.899177013671469,-57.958305017204189 -34.898348956246998,-57.95940702539238 -34.897527963842037,-57.960542993878761 -34.896698987479738,-57.961667965061579 -34.895878970583446,-57.962793010586203 -34.895042985712145,-57.963765013521908 -34.895932043435444,-57.964771963950938 -34.896850988077929,-57.965779989242613 -34.897760011544875,-57.965788039357832 -34.897772035235995,-57.966807032202354 -34.898706969823024,-57.966825960985538 -34.898725979857282,-57.967811016955729 -34.89962001691071,-57.968806973744044 -34.9005359	7322	195	C	vuelta	COMUN BASICO
LINESTRING (-57.954490992792486 -34.906160965083146,-57.953494972745339 -34.905240990740637,-57.952347956707023 -34.906088965928525,-57.951235019267003 -34.90692499257802,-57.950042004345029 -34.907818010292438,-57.949027013438347 -34.906890977673832,-57.947965985490747 -34.905924974474665,-57.946929025679268 -34.906699977187543,-57.945949964550032 -34.907422025013375,-57.945061963422155 -34.908086031583771,-57.944280032561053 -34.908674031765727,-57.944037004241018 -34.908853036330754,-57.943892041818842 -34.908967997550526,-57.94360200170614 -34.909216040317126,-57.942907993886458 -34.909728044885377,-57.941696991012478 -34.910632983634542,-57.941173976586732 -34.911022017077443,-57.940827996652722 -34.911278017186739,-57.940728018329438 -34.911358006900571,-57.940302035373541 -34.911674967864663,-57.939512970309131 -34.912266963066919,-57.938631975229832 -34.912920042950894,-57.93769897630709 -34.91361499445722,-57.937641002446938 -34.913660993954032,-57.936597003973546 -34.91439097	7323	195	D	vuelta	COMUN BASICO
LINESTRING (-57.954490992792486 -34.906160965083146,-57.953494972745339 -34.905240990740637,-57.952476008913074 -34.904312978143821,-57.951419034393027 -34.903347021668971,-57.952542992700231 -34.902545027735265,-57.953674975816703 -34.901770013495472,-57.954855994910936 -34.900898996804251,-57.955290959161033 -34.90057102220716,-57.955347972358091 -34.900502020276079,-57.955410975060765 -34.900457024853374,-57.956591009873854 -34.899607984949299,-57.956658999295776 -34.899559042759364,-57.957170001837369 -34.899177013671469,-57.958305017204189 -34.898348956246998,-57.95940702539238 -34.897527963842037,-57.960542993878761 -34.896698987479738,-57.961667965061579 -34.895878970583446,-57.962793010586203 -34.895042985712145,-57.963765013521908 -34.895932043435444,-57.964771963950938 -34.896850988077929,-57.965779989242613 -34.897760011544875,-57.965788039357832 -34.897772035235995,-57.966807032202354 -34.898706969823024,-57.966825960985538 -34.898725979857282,-57.967811016955729 -34.899620	7324	195	E	vuelta	COMUN BASICO
LINESTRING (-57.953494972745339 -34.905240990740637,-57.952476008913074 -34.904312978143821,-57.951419034393027 -34.903347021668971,-57.952542992700231 -34.902545027735265,-57.953674975816703 -34.901770013495472,-57.954855994910936 -34.900898996804251,-57.955290959161033 -34.90057102220716,-57.955347972358091 -34.900502020276079,-57.955410975060765 -34.900457024853374,-57.956591009873854 -34.899607984949299,-57.956658999295776 -34.899559042759364,-57.957170001837369 -34.899177013671469,-57.958305017204189 -34.898348956246998,-57.95940702539238 -34.897527963842037,-57.960542993878761 -34.896698987479738,-57.961667965061579 -34.895878970583446,-57.962793010586203 -34.895042985712145,-57.963765013521908 -34.895932043435444,-57.964771963950938 -34.896850988077929,-57.965779989242613 -34.897760011544875,-57.965788039357832 -34.897772035235995,-57.966807032202354 -34.898706969823024,-57.966825960985538 -34.898725979857282,-57.967811016955729 -34.89962001691071,-57.968806973744044 -34.9005359	7325	195	F	vuelta	COMUN BASICO
LINESTRING (-58.527711966951017 -34.639226032401154,-58.528797718370171 -34.639344064841978,-58.528896091799012 -34.639290770365108,-58.528961442923432 -34.639286086842318,-58.529282534052491 -34.639318448209366,-58.529734697622182 -34.639383259693922,-58.529896073407983 -34.639451064576697,-58.529978381062726 -34.63959066127692,-58.529967706024621 -34.639960001836805,-58.529891731254075 -34.640275057044931,-58.529777458013633 -34.640362623648556,-58.529629254231196 -34.640387206107192,-58.529558024775156 -34.640401007293832,-58.529440995965736 -34.640397668827219,-58.529306120182696 -34.640336031591985,-58.529143692760478 -34.640194466026351,-58.529169023187087 -34.640220987641733,-58.529152177892996 -34.64008701724012,-58.529156658140607 -34.639981680121416,-58.529167076129767 -34.63986877138278,-58.529208964475075 -34.639688537886698,-58.529264015406582 -34.63954303659343,-58.529340097765441 -34.639417064697987,-58.529348780969123 -34.639179808549095,-58.529386625371053 -34.63869038	7326	195	F	ida	COMUN BASICO
LINESTRING (-58.382241325000706 -34.625963943405758,-58.382244496815005 -34.626949018725973,-58.382230185286296 -34.627179807715358,-58.382165027930775 -34.627530961613395,-58.382165954654319 -34.627595968595969,-58.382156999680724 -34.627832997002841,-58.381823009223766 -34.627807981623704,-58.381675028066283 -34.627807973576623,-58.381420997919477 -34.627795993426439,-58.379612362857628 -34.627780622316529,-58.379522018467306 -34.627759009357177,-58.379033956386905 -34.627619015560491,-58.378735021842466 -34.627533968274939,-58.378363964001466 -34.627426961190707,-58.377322022456973 -34.626862006271729,-58.37725702240963 -34.626824002805279,-58.377187971304792 -34.626788971790617,-58.376277033443905 -34.626300015578678,-58.376221020599068 -34.6262710340661,-58.376212030195553 -34.626265978652619,-58.376155033024816 -34.626232037533789,-58.375103034902182 -34.625677965969643,-58.375038024085178 -34.625652042937979,-58.374973018717505 -34.625620980674341,-58.374022966260917 -34.6255640	7327	195	E	ida	COMUN BASICO
LINESTRING (-58.525857025886218 -34.638251011577509,-58.525195983653866 -34.638202033897251,-58.525208017699349 -34.638052991170305,-58.525299984409479 -34.637238968097634,-58.52531198304596 -34.637162955986305,-58.525319033480123 -34.63708703657479,-58.52541201142904 -34.636185015355323,-58.525426977980516 -34.636108009919433,-58.525430969275867 -34.636032001900418,-58.525456982484151 -34.635810011420347,-58.525477008487059 -34.635642030624396,-58.525484961978094 -34.635570979429659,-58.525487996720294 -34.6355389706073,-58.525514975626123 -34.635404977027697,-58.525592010354906 -34.634720973681816,-58.525608010799381 -34.634584010401198,-58.52561299903406 -34.634518009748724,-58.525618975381505 -34.634450025036699,-58.525661983513373 -34.633979991903225,-58.525672991743143 -34.63390398022743,-58.525684991880993 -34.633831033522448,-58.525769982115435 -34.633083011234859,-58.525785969807316 -34.632929999183474,-58.525828035516675 -34.632762006849745,-58.526052957466497 -34.63195097910	7328	109	C	ida	EXPRESO 
LINESTRING (-58.463434957572851 -34.71966495852719,-58.462522041686057 -34.720801969151054,-58.462395959022174 -34.720899972878669,-58.461341018592542 -34.720320957798656,-58.4602280067026 -34.71970803217846,-58.459116002604944 -34.719077965943526,-58.458033011064757 -34.718490987130984,-58.456959041642229 -34.717885967041873,-58.455884005474395 -34.717302034831256,-58.454811961258159 -34.716664988966471,-58.45373200466009 -34.716065980593058,-58.452651972254358 -34.715477962119081,-58.451488033867356 -34.71483402703619,-58.451323970458887 -34.714747007291486,-58.452305959369745 -34.713552022217371,-58.452848955280352 -34.712886955791859,-58.45330800506224 -34.712321958229957,-58.453557025976529 -34.712014981755487,-58.454308040211231 -34.711089992247985,-58.455280040392275 -34.709866040361817,-58.455376041271641 -34.709742977475422,-58.456233989512526 -34.708813023316807,-58.45644003153938 -34.708584027086395,-58.456500998937933 -34.708496033814306,-58.45668398092608 -34.7083629664772	7339	101	B	ida	COMUN BASICO
LINESTRING (-58.525095038045777 -34.639043019570209,-58.525013022318944 -34.640055031229487,-58.525004981740594 -34.64013104125371,-58.524997031051768 -34.640206961069325,-58.524981968697801 -34.640398020400575,-58.52497396539686 -34.640523979717159,-58.524972989927072 -34.640543004233251,-58.524946003679766 -34.640790961366953,-58.524926026972629 -34.641028005401338,-58.524913974763614 -34.641153966766858,-58.524897960758558 -34.641275963055882,-58.524889956575237 -34.641401020737263,-58.524882006469788 -34.641478022463886,-58.524881979153882 -34.641561962562648,-58.52487096920148 -34.641637974073348,-58.524854975223157 -34.64178701869826,-58.524854995337556 -34.641813976888017,-58.52483496964259 -34.641986014667118,-58.524834997955317 -34.642023972518352,-58.524815985007088 -34.642227025224578,-58.524811967518161 -34.642269042388797,-58.524791966895734 -34.642474980744403,-58.524788042313808 -34.642520964951352,-58.5247770361078 -34.642723021785393,-58.524768995799391 -34.64280002353	7342	117	B	ida	COMUN BASICO
LINESTRING (-58.441703989861153 -34.770180980293894,-58.442151005435143 -34.769583029766089,-58.442989038716682 -34.768470962745582,-58.443834983441143 -34.767339957509733,-58.444660984666058 -34.766238966302161,-58.445499040559099 -34.765126971545584,-58.446336983669468 -34.764015962552378,-58.447160035950475 -34.76291098636856,-58.44799396861665 -34.761806997485998,-58.448824006195004 -34.760693986298882,-58.449674026703477 -34.759563029650486,-58.450505010075567 -34.758451990198722,-58.451350026810395 -34.757338962670403,-58.452194028766861 -34.756234043342211,-58.452214033773586 -34.756206997208139,-58.453024043359918 -34.75512902669135,-58.453849979866732 -34.754039962126406,-58.454686977739932 -34.752935024405858,-58.455508007215634 -34.751827014362057,-58.454378037435511 -34.751229995691709,-58.453200966006833 -34.750635036485576,-58.452096971550191 -34.750066038200593,-58.451228020680055 -34.749613989259132,-58.450404029360449 -34.749193043705603,-58.449724989051042 -34.7488409	7343	117	B	vuelta	COMUN BASICO
